ifeval_ter,Size,en->cs,en->de,en->es,en->fr,en->ru,en->sr,en->bn,en->zh,en->ja,en->ko,en->ar,en->th,en->hu,en->vi,en->sw,en->te,cs->en,de->en,es->en,fr->en,ru->en,sr->en,bn->en,zh->en,ja->en,ko->en,ar->en,th->en,hu->en,vi->en,sw->en,te->en
Qwen2.5,7B,54.57785148,90.76102936,87.15027842,82.83403239,73.65526325,34.50630658,37.68630402,84.4709123,73.85820431,69.59893418,61.51835698,66.99859292,30.48083483,81.51339599,22.13396773,20.79346737,87.35883889,92.64039404,92.96652789,88.97717448,89.23043565,77.03913872,72.86651235,89.72827252,84.68230996,87.9065751,85.8211057,84.71985736,74.54053068,90.40080606,48.10070323,49.78341961
Llama3.1,8B,75.98573695,92.68360226,89.08174489,85.26694597,79.65027997,66.96866441,62.81532515,78.5221179,76.93613272,76.78700703,63.47274587,67.33183233,76.35467955,82.28328992,42.59098593,53.30986744,90.08343366,93.7326791,93.10245041,90.48267877,89.46178336,83.3573675,81.67759714,88.3604123,87.23634294,87.01351185,84.81365447,86.34597478,88.46881655,91.69224565,76.4466617,80.97207862
Aya-Expanse,8B,87.83829666,95.65371232,91.11253015,88.66992564,86.96434395,37.09204877,25.13216854,85.4688395,87.97497962,87.68883015,86.8911921,25.77113434,21.72349902,88.18195862,22.51764104,22.66877354,92.88670435,94.77622142,93.32201672,91.17860506,90.53435385,68.28433032,61.41940117,90.89524219,90.56126378,90.30808127,89.48566446,61.11778275,70.75154809,92.44549994,47.52241053,39.68031127
Gemma2,9B,86.35298598,95.57459221,91.17441796,88.69403915,85.84624258,72.81533794,69.90734029,83.19929,85.48604028,84.07572588,77.52207747,78.86222758,83.66716082,86.9916099,61.39833322,60.42891022,91.80480383,94.60779185,93.81683159,91.53618143,90.73594158,87.61975417,83.4041225,87.78978472,88.07566576,89.64112364,88.85248326,88.84341573,90.84404666,92.92011388,84.01536581,83.56212714
InternLM2.5,20B,36.67643385,78.29057994,81.91109799,67.88221733,50.97884541,29.67406722,15.68634292,72.01747358,52.66784501,51.07297069,36.72514866,22.48842609,20.53670978,39.13070937,21.79771502,14.43055022,82.57266585,91.9353781,92.44893155,89.9926229,84.51764096,56.87175677,44.385331,89.71482033,83.14119939,79.62691931,69.10123081,48.09156278,76.54829681,82.97406911,49.96487334,34.6185418
Gemma2,27B,88.02264222,96.07050674,91.26909232,89.69445665,88.2846344,85.05946419,80.59946976,85.98577167,86.90500199,87.12608126,83.86378862,84.21122689,89.76199206,89.54568319,68.14845459,71.82873298,92.31076609,94.78787367,93.35243762,91.55064289,91.43273206,90.0135226,87.71419575,91.17366167,88.08847959,89.12362553,90.11753091,90.13045693,92.13837734,93.17485495,87.02290486,86.77138564
Aya-Expanse,32B,90.26713389,96.54046361,92.69522457,89.67678766,89.26740487,55.88424476,58.51799855,86.1312397,89.01805488,90.31245255,89.52862132,42.81270618,51.46964845,90.65699846,21.69988379,23.66291433,93.2677135,94.99273038,93.71032377,92.33630791,92.57787142,85.65836172,85.02581725,92.28447182,91.3386976,92.59040813,91.33132071,81.83908559,88.31776415,93.860655,73.89992578,65.22339579
Llama3.1,70B,88.45166769,95.64363594,91.15796529,88.91690679,87.94353104,83.97388502,78.31677244,86.79784844,87.80496888,87.73730689,83.36069679,83.51607058,89.89040763,87.38941333,66.11638801,73.95663366,92.70706358,94.65493093,93.96198645,91.62332563,91.72908775,89.65589058,88.95509431,90.43031497,90.63962643,91.35979385,89.51645383,90.81982536,92.91835554,93.65315962,85.89338378,88.76888154
Qwen2.5,72B,84.10729081,95.57137566,92.58814448,89.77648528,89.64524331,65.96965083,74.38632239,87.64498148,88.16444753,87.22155867,84.48195468,84.9692644,71.4292115,89.30995309,24.45476485,30.14110433,93.26833744,95.18266904,94.2558274,92.11315486,91.57633567,86.85596881,88.48535767,91.70568547,91.29702625,92.10025015,90.37101495,91.82330983,91.86953442,94.53975656,78.47014939,78.78872662
DeepSeek-V3,671B,91.9883424,96.51769209,93.13196323,90.62355134,91.19488312,90.4141652,86.83411167,88.41661654,90.31735549,91.77170553,89.85189794,89.95546341,92.39006939,92.17394714,72.92580148,78.71497144,94.22587154,95.25286872,94.35279505,92.52733088,92.33560226,91.49660922,90.45402195,92.60390418,92.54191409,93.09225278,91.69972973,92.85799873,93.61229669,94.73202188,88.37401065,89.39046177
gpt-4o-mini-2024-07-18,,88.51434227,94.8126628,91.46649487,89.13800816,86.93255542,83.25017523,76.87648168,85.1599683,87.96593477,87.84770633,85.48309652,84.83806877,89.13288317,89.26323758,68.3111338,53.50980386,92.97812573,94.42807297,92.62547719,91.52021195,90.65640551,91.06904811,87.80229318,90.03176422,91.01084788,91.87566619,89.95117359,90.74170591,91.57214609,93.2929865,85.06834849,87.19408969
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
humaneval_xComet,Size,en->cs,en->de,en->es,en->fr,en->ru,en->sr,en->bn,en->zh,en->ja,en->ko,en->ar,en->th,en->hu,en->vi,en->sw,en->te,cs->en,de->en,es->en,fr->en,ru->en,sr->en,bn->en,zh->en,ja->en,ko->en,ar->en,th->en,hu->en,vi->en,sw->en,te->en
InternLM2.5,7B,53.1742083,77.39874203,73.78278542,70.45548755,71.05606538,35.87226775,13.68132236,76.41156372,73.25403174,69.66119279,36.6869071,27.26425176,34.74195304,52.12824371,25.94637302,13.23600195,81.29886569,83.89532664,82.03783217,82.2580731,81.71154628,80.30398457,76.81607954,83.72520439,81.89354339,82.43848231,78.83955282,80.63119654,80.60252423,82.12796486,62.86237456,69.00457604
Qwen2.5,7B,63.96267922,80.38829127,76.30804132,73.93536207,72.59801661,57.19444256,44.84613371,76.48165262,74.01452842,75.91271766,47.86805503,65.94673131,58.8669904,74.35192188,18.15033623,15.54251112,81.83448296,84.2939803,82.37982761,82.30161296,82.23565661,81.98881989,80.77362777,84.01394292,82.35851484,83.33132589,81.58075748,82.79737705,81.73939299,83.44390158,69.77224357,76.49605669
Llama3.1,8B,67.63762785,80.75946097,77.30466078,73.60933347,71.9644217,66.34103445,58.58343542,75.08451066,73.61981553,76.60054119,58.73000604,61.99219668,69.51179148,74.72443304,42.45753206,49.2142055,81.72885187,83.80106319,81.92517485,81.27227318,82.56644668,81.53189206,81.18814506,83.59409549,82.06290603,83.04536503,80.86468421,82.46865678,80.90372098,82.81653316,77.17764272,78.66143295
Aya-Expanse,8B,70.96622005,81.0321948,74.09807669,73.55888701,69.581992,45.87755861,20.6264689,65.59741896,76.15751835,75.07039799,61.20014306,29.28473089,35.37061443,71.63191839,15.82118497,19.26897475,81.32597775,83.87936137,81.86820217,81.18176533,81.71979536,79.57471582,76.90773948,82.95299478,81.76451504,82.46448545,81.20657778,78.64071011,79.68686874,82.38167984,69.45743681,73.07334206
Gemma2,9B,69.98659618,81.62289978,76.8787132,75.01191059,73.45304458,69.34920792,60.32535186,75.86732845,76.63660383,78.82697635,66.12839544,68.54679327,74.18414734,76.96611878,48.17577352,51.69721477,81.38386167,83.72026602,82.64536062,82.18765838,81.89934178,81.55469184,79.79459018,82.91315375,79.97187765,81.89233302,80.56129123,82.13120859,80.55595373,82.00821315,77.73925422,79.07955717
InternLM2.5,20B,60.67656567,79.17442543,75.61899851,70.89074352,72.21414477,50.90703938,14.46444366,76.71433484,75.92032922,75.76138292,50.38544766,47.04702833,46.73151638,66.18091462,28.76370242,11.36952387,81.15335768,84.38100113,82.11323354,81.511307,82.24939873,79.83400282,75.62098071,84.15796306,82.43562416,82.68300575,80.34559078,81.05461294,81.75236305,82.6077627,69.34647967,69.95736991
Gemma2,27B,71.87395243,81.8181798,76.04958361,75.51317926,73.94464136,72.19416399,66.06142254,76.78531545,77.50469542,79.16695045,69.72946205,72.01308966,74.50194928,76.59290482,50.31519027,53.29055083,82.09534166,84.24100785,83.00532604,82.47885697,82.19249294,82.00681493,81.69561217,84.30622238,82.61813434,83.39285478,82.11973582,82.9461894,81.92438294,83.36193707,78.40863539,80.00500945
Aya-Expanse,32B,72.22831981,80.18534249,73.73117298,72.04932345,72.64337274,57.31187422,42.92767225,72.85172509,77.32378512,78.17401185,65.85540357,48.98342652,60.63714693,73.4442986,20.95142838,27.80326308,82.19528882,84.27035222,82.53671018,82.09701137,82.28539258,81.53485852,80.86211901,83.79183157,82.13805931,83.02087976,81.91430025,82.48522878,81.5963398,82.99476052,75.57249538,76.88375152
Llama3.1,70B,72.60788834,82.53198975,77.29207991,75.4969315,74.15402163,70.00606662,65.78186469,76.33283734,78.89785375,78.78510323,68.59660136,72.78074277,76.49009482,76.42361634,53.60330186,59.50080844,82.10116614,83.91423732,82.47487103,81.73139212,82.55044978,81.86770494,81.64322095,84.13800684,82.3280105,82.98628759,81.82224818,82.97489678,81.99266973,83.13314493,78.50720468,79.8930492
Qwen2.5,72B,71.38936052,82.33136816,78.25672579,77.06427861,74.4141804,69.56752953,65.25039068,77.5255448,77.63587916,79.35886276,69.98379848,74.06925019,73.56066308,77.40439289,31.73200495,41.17398942,82.43265003,84.44544231,82.92270217,82.02238176,82.42398866,82.09467105,82.24769013,84.27289677,82.23290952,83.09700133,82.07851779,83.18667937,82.6459141,83.61839668,77.28825391,80.16336511
DeepSeek-V3,671B,74.4616923,82.81103225,78.30447037,77.70754298,75.61782275,74.87085763,71.43108558,77.91717787,79.11275382,80.2749143,72.89887323,76.24980902,76.51575315,78.18323665,55.30739934,63.44679763,82.54861181,84.21354098,82.42858198,81.84233908,82.56234096,82.30562619,82.12818096,84.28688564,82.37419772,82.98339602,82.41070006,83.53974919,82.71036768,83.47117676,79.29036203,81.32538879
gpt-4o-mini-2024-07-18,,72.64809558,82.27052256,77.30921796,75.59468501,73.92447031,71.38798702,64.86214868,76.23687608,77.07264291,79.90005843,69.90608858,70.66568322,74.60960626,76.13234872,50.54718949,48.21075894,82.50317361,84.03932532,82.66216462,81.90420559,82.57210447,82.16207416,81.92582801,84.10866342,82.60995802,83.52619677,82.08805377,82.99914028,82.04746177,83.3309633,78.9248308,80.4342843
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nexus_xComet,Size,en->cs,en->de,en->es,en->fr,en->ru,en->sr,en->bn,en->zh,en->ja,en->ko,en->ar,en->th,en->hu,en->vi,en->sw,en->te,cs->en,de->en,es->en,fr->en,ru->en,sr->en,bn->en,zh->en,ja->en,ko->en,ar->en,th->en,hu->en,vi->en,sw->en,te->en
InternLM2.5,7B,77.57259965,90.57484155,91.70675265,89.41551963,88.13019128,52.74096484,23.18268764,87.6330125,69.09930543,66.75421825,59.07230502,40.46330943,46.62322322,64.03087093,26.40060061,19.99596577,92.20651229,96.67263496,96.2735062,96.07088577,95.77720651,85.75690207,78.69843854,97.404492,92.08469463,93.35135611,85.41759573,87.18264874,86.98351954,90.50310447,55.16081853,61.6414345
Qwen2.5,7B,78.89135889,91.41712288,92.55613782,87.13458209,88.02595842,64.8719383,51.53068822,87.93071687,82.42842546,83.72106943,76.15745474,79.77988223,61.07023014,88.16579525,28.89919962,28.27867265,95.49091152,97.16812779,96.78300684,96.97824548,96.46182874,93.71061359,92.58395692,97.6366919,94.00545068,95.27692542,93.98544484,96.14342787,91.24336475,95.95564529,68.00033889,79.55782493
Llama3.1,8B,88.66046004,93.9074987,94.12009888,90.80253439,91.77534534,81.54306036,71.99716328,89.29435206,86.43292591,89.8848175,79.63584645,84.52724936,85.89470707,90.85394294,62.67798397,65.25382913,96.26031653,96.55236887,96.54171867,97.02408441,95.33362224,92.92540134,91.68685932,97.11971148,93.26780239,92.58314738,92.71975909,95.32845991,94.40022406,95.21913732,85.42641567,92.27976161
Aya-Expanse,8B,93.15462173,96.46503942,95.49364563,94.72290426,94.48597993,63.79636579,41.24940817,89.84434863,88.13962204,92.95857556,90.235975,66.16227012,50.84075045,92.74768895,27.08074234,39.16312391,96.6633669,97.5681713,97.89741592,97.71655796,97.27465766,89.20106322,85.90832934,97.61663001,96.34865813,96.16981513,95.72383817,88.68945407,91.18764724,96.87942533,69.37892746,69.9717826
Gemma2,9B,90.87033225,95.1025957,94.28406123,94.27982673,93.28391836,85.56601862,74.82637601,91.23730792,85.68653679,90.15450869,84.65765218,88.67484189,88.560959,91.10456358,77.36425829,73.79436621,96.61655265,97.07726415,97.68333887,97.23785797,97.0743346,96.30526449,95.04726471,97.62624562,96.25636488,96.71423979,95.81191613,97.10621914,95.92316425,96.88775027,92.1860679,95.28224717
InternLM2.5,20B,74.29560717,85.26569562,85.9083457,74.95344324,80.73674795,51.9804621,22.27175495,83.48581999,75.57455529,81.87826127,58.8064035,55.95797637,50.04651029,75.47536404,28.18416342,17.85067027,91.45095442,94.83540402,95.04743833,93.76360409,95.43225576,87.05672012,73.92721117,96.68317496,94.42146036,93.82632775,86.29614344,88.82220558,88.514013,91.9738515,69.38989212,60.58637519
Gemma2,27B,93.80973783,96.09887786,94.70640792,94.83318128,94.77865685,91.11179693,82.49198989,91.17298047,90.4338552,93.25867334,88.71741946,90.45294763,92.51948164,93.71687492,82.03021939,80.8569263,96.46051244,97.14673869,97.38226881,97.19911666,96.34880323,94.85319008,94.53648288,97.80713055,96.35434047,95.63792089,94.83953377,97.26365955,95.71524195,97.20684581,91.38524587,95.36774004
Aya-Expanse,32B,94.32109784,97.4886002,95.91063814,95.20578988,95.286339,79.15935753,70.49300629,90.62099136,92.44859867,94.71010051,88.93847693,81.51201959,81.54457087,94.09183969,45.21586202,53.89588548,97.19768296,98.08238745,97.60465135,97.40624387,97.27903228,95.60950875,94.89729448,98.0421569,96.89548837,97.20748192,96.57037118,96.43043705,96.05181461,97.54430237,85.7621005,88.46796953
Llama3.1,70B,94.26370587,97.16220759,95.54666569,94.75780489,94.28247364,89.40413607,83.55433689,89.71633919,90.47216188,93.94448153,89.07482511,89.16792129,92.56937322,93.60048662,78.41467447,85.63595643,96.6394798,97.47323638,98.11232975,97.28846209,96.61468365,96.24376355,96.58209427,97.87199752,96.43943049,96.78092588,96.11141502,97.0432678,96.67300408,97.64752129,92.78964593,96.74731193
Qwen2.5,72B,93.04329082,95.6386658,95.77885401,94.72070719,94.85972503,84.80914422,80.72106312,91.06652508,90.55677929,94.57435275,90.22161683,92.56243803,87.10356738,92.63162811,56.88340139,51.79634192,97.17363693,98.00080007,97.88666694,97.67266864,96.95474524,96.69894799,96.23344556,98.07748495,97.12026502,97.15828489,96.3076778,97.57317076,96.55257986,97.65071916,87.11584119,93.43619993
DeepSeek-V3,671B,94.49667505,97.08638388,96.0168747,95.13481869,95.546879,93.70833986,88.15092114,90.32756399,91.86542441,95.59813794,92.40470137,93.81157092,93.81697532,94.28918309,81.57286859,87.0669239,97.66549459,98.24515607,97.8699114,98.13496356,97.84824138,97.00482827,96.6293904,98.18780094,97.55558643,97.49237402,96.5432792,98.1473262,96.87775473,97.94409614,94.22451008,97.1148892
gpt-4o-mini-2024-07-18,,92.27139074,96.27346162,95.53352011,94.12632774,93.13356248,90.02743197,83.69651292,90.27048214,90.07321103,94.1912261,91.3037576,91.69423252,91.52382953,92.98819528,79.88610685,75.32160224,97.46692861,98.23235901,97.95899931,97.99440541,97.41139723,96.58535533,95.03620713,97.69984274,97.49701677,97.32383626,96.5600555,97.29373028,96.8798106,97.73200972,93.04106215,96.79615218
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arenahard_xComet,Size,en->cs,en->de,en->es,en->fr,en->ru,en->sr,en->bn,en->zh,en->ja,en->ko,en->ar,en->th,en->hu,en->vi,en->sw,en->te,cs->en,de->en,es->en,fr->en,ru->en,sr->en,bn->en,zh->en,ja->en,ko->en,ar->en,th->en,hu->en,vi->en,sw->en,te->en
InternLM2.5,7B,55.40018644,80.47784502,76.88642379,70.44574892,73.69753655,36.17227248,20.57343404,79.03249635,66.81949068,60.21622585,40.40159371,28.48285285,38.31556717,48.12515557,21.26843046,17.28195301,80.62001569,85.84111323,83.41822069,82.19520473,83.28785313,67.59897674,53.12156502,86.92891157,82.0231344,79.82303152,71.89122812,69.85027936,73.44851874,78.31392969,34.59520197,33.60268398
Qwen2.5,7B,64.66896375,82.73896215,78.74611003,74.85113737,74.51817579,54.76852373,43.97125923,79.94903129,72.64092826,72.56442691,61.82801289,67.13895605,51.08984932,74.01508795,23.03032061,25.17613037,84.23487422,87.43027129,86.56783694,85.48721572,86.21564969,79.70463459,78.48482635,86.64200009,86.14960927,85.85909296,84.02620919,86.10266476,80.65236022,85.75560624,45.47877842,59.49508534
Llama3.1,8B,71.34548366,84.54529038,78.63258253,74.39608628,76.05015007,64.54743918,60.20990236,77.99188426,74.72778179,75.12247278,63.52888186,69.28617706,70.08565608,75.49509586,37.86023912,53.91987975,79.28012743,84.94803794,83.14727988,81.52894358,82.49765002,73.34984561,76.1882761,85.99766573,81.63903436,81.78612425,79.00741471,81.59478782,78.27105383,82.48067348,62.1444999,70.39773042
Aya-Expanse,8B,77.76381539,86.14663663,80.56607812,78.84276342,80.645324,49.863141,37.99652706,79.61509471,81.65722491,80.49666144,74.72933815,42.38698129,36.69223142,79.01366666,22.22668091,31.3714638,83.90674396,87.17267908,85.76798279,84.33807272,85.10016107,71.01634719,66.67743819,87.0400321,85.94459277,85.53097147,84.03112158,74.76059182,76.77023397,85.83961598,42.54103176,43.15953993
Gemma2,9B,71.98467667,81.56199574,78.52730834,75.77594195,76.8955419,66.28134856,63.90326385,78.50122329,79.10927803,79.83800209,69.18958345,73.67743917,72.41877225,76.20526558,54.92534835,58.95026973,84.00501343,87.23537866,86.03727278,85.5289004,85.50450751,82.86549966,82.12877321,87.24946237,85.26986557,85.55658488,84.59766258,85.56304882,84.57185342,85.78561255,76.91590485,79.86320146
InternLM2.5,20B,61.55926549,79.85934787,74.52748068,67.32639821,72.72444792,38.78138375,20.98161735,75.48788197,70.26620755,66.95084152,49.73945181,37.60946606,33.72023823,55.68178485,22.19078974,16.18436786,81.29937287,86.26964967,84.9263413,83.2921498,83.35648998,66.28443033,47.41596609,87.57753968,83.88030221,82.94698934,74.00263751,72.09426602,77.24696657,79.99689763,43.35954363,30.46669577
Gemma2,27B,78.68758534,85.66782551,81.74848834,79.38739453,81.04642895,75.79171756,70.63630944,80.77110493,81.06254037,82.38193053,74.243014,76.50770665,77.27453439,78.03274385,59.70368337,65.85128224,85.45741733,87.28926504,86.89973357,86.07578807,86.26828343,84.37863629,83.86864093,88.2309394,86.23029156,86.79816519,85.85780589,87.02962526,85.60598871,86.91033373,79.28022292,82.07285945
Aya-Expanse,32B,76.95771893,87.53395781,81.49598891,79.85681309,81.61015984,59.36747995,56.27481571,80.7747824,83.19952145,82.34951851,76.32832483,57.71418899,63.25505953,79.70137691,28.00592386,38.31065944,81.93757522,85.62742885,84.44920433,83.43865259,82.54374392,78.24740456,79.39811055,86.6731388,83.85095262,85.34517787,83.54837532,81.56727193,80.43838072,84.28476987,58.34950756,62.56844254
Llama3.1,70B,78.39138929,87.5188612,81.72859937,79.37825016,80.5356092,72.86455862,69.21516491,80.62833795,82.42380169,82.01735279,73.82316811,78.11262611,80.06554386,77.79429143,58.00737437,67.32215367,85.50411553,87.92679906,87.47356483,86.55857196,86.63743039,83.02363786,84.85353977,88.47910436,87.12182468,86.65449556,85.373125,86.80542967,85.75137821,87.27670829,77.19532259,82.49524407
Qwen2.5,72B,77.28180072,86.86782533,82.73828637,80.37384897,81.37253047,66.6880229,67.77358106,82.50082745,82.11921493,83.21552067,75.71633382,79.39549009,72.46667202,79.71229194,37.09291201,43.21675463,86.67010815,88.07403072,87.52660955,86.6929411,87.07591894,84.55292408,85.17791122,88.55558097,87.67883593,87.70152407,86.15731817,87.63177926,85.50021975,87.10979958,69.1127481,78.48378323
DeepSeek-V3,671B,80.89323225,87.95231767,83.11217884,81.15735135,82.68625108,76.58086964,74.72136529,82.71686854,84.3975383,85.15211021,79.3960203,81.59024565,80.39735388,80.97041378,62.033719,71.17886247,86.45504482,88.35372928,87.88408877,87.07955495,87.16407897,85.29189742,85.90294595,88.81283445,88.08905162,87.95365438,86.87617819,87.97787726,86.69682646,87.80257491,79.17014273,84.0089825
gpt-4o-mini-2024-07-18,,78.56868422,87.12108737,82.47027137,79.66649477,80.36600555,73.0325506,68.21779986,80.98962059,81.74708301,82.85948854,76.18647826,77.73333547,77.75976497,79.11485753,59.6120045,55.37363126,85.19886372,88.22262557,87.72455783,86.83524011,86.31808935,82.09761204,84.46790538,88.55209134,87.5840697,87.87582332,84.96189144,87.07367715,83.83009317,87.44835468,76.20417428,81.31751195
